¼øÀ§,¼±¼ö¸í,ÆÀ¸í,WAR,°æ±â,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ìÅ¸,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR2,WPA,¿¬µµ
20,¾ÈÄ¡È«,10K2B,3.24,133,537,461,79,134,21,3,8,185,50,18,5,49,7,1,96,12,16,4,0.291,0.365,0.401,0.766,0.345,101.9,3.24,,2010
21,±èµ¿ÁÖ,10µÎDH,3.21,110,470,387,60,114,22,0,20,196,67,0,1,67,10,4,45,15,1,5,0.295,0.407,0.506,0.914,0.408,144.5,3.21,,2010
22,ÀüÁØ¿ì,10·ÔCF,3.14,114,394,350,56,101,14,2,19,176,57,16,7,26,8,0,89,7,5,5,0.289,0.347,0.503,0.85,0.372,120.2,3.14,,2010
23,ÃÖÁøÇà,10ÇÑLF,3.11,129,524,464,66,121,22,0,32,239,92,5,4,47,9,1,131,15,2,2,0.261,0.339,0.515,0.854,0.375,121.9,3.11,,2010
24,Á¶µ¿Âù,10»ï3B,3.06,95,377,332,61,97,20,2,9,148,51,33,5,28,7,2,75,3,9,1,0.292,0.359,0.446,0.805,0.357,109.9,3.06,,2010
25,Á¤±Ù¿ì,10S2B,3.05,128,563,485,75,148,25,2,2,183,48,33,13,47,8,5,51,9,22,1,0.305,0.375,0.377,0.753,0.338,97.6,3.05,,2010
26,Á¤¿ø¼®,10ÇÑ2B,3.04,118,428,353,39,106,20,3,7,153,42,14,9,40,16,2,73,12,11,8,0.3,0.389,0.433,0.822,0.367,116.8,3.04,,2010
27,±è¹Î¿ì,10³Ø3B,2.88,128,536,447,64,115,20,3,9,168,44,28,6,61,9,0,85,11,16,3,0.257,0.356,0.376,0.732,0.333,94.2,2.88,,2010
28,¼Õ¾Æ¼·,10·ÔLF,2.85,121,487,422,85,129,23,0,11,185,47,6,2,50,1,0,82,2,9,5,0.306,0.377,0.438,0.815,0.367,116.7,2.85,,2010
29,ÀÌ¼º¿­,10µÎRF,2.84,129,484,419,77,110,27,1,24,211,86,6,3,40,13,0,136,6,9,3,0.263,0.343,0.504,0.847,0.369,118.0,2.84,,2010
30,½Å¸íÃ¶,10»ï2B,2.78,125,476,397,56,111,22,1,9,162,57,20,9,56,4,2,82,14,13,6,0.28,0.369,0.408,0.777,0.349,104.5,2.78,,2010
1,ÃÖÇü¿ì,11»ïLF,7.64,133,571,480,80,163,37,3,30,296,118,4,3,76,5,15,88,8,0,10,0.34,0.427,0.617,1.044,0.457,182.2,7.64,,2011
2,ÀÌ´ëÈ£,11·Ô1B,6.89,133,570,493,76,176,26,1,27,285,113,2,0,63,8,8,60,22,0,6,0.357,0.433,0.578,1.011,0.455,180.0,6.89,,2011
3,ÃÖÁ¤,11S3B,5.76,113,488,403,64,125,25,1,20,212,75,15,5,46,20,1,72,8,13,6,0.31,0.402,0.526,0.928,0.411,152.0,5.76,,2011
4,ÀÌ¿ë±Ô,11KCF,5.54,111,503,421,84,140,16,2,3,169,33,30,6,63,9,2,33,5,7,3,0.333,0.427,0.401,0.829,0.391,137.9,5.54,,2011
5,ÀÌ¹üÈ£,11K3B,5.54,101,405,318,63,96,21,0,17,168,77,2,0,75,7,3,56,8,0,5,0.302,0.44,0.528,0.968,0.44,171.1,5.54,,2011
6,ÀüÁØ¿ì,11·ÔCF,5.43,133,601,539,97,162,38,5,11,243,64,23,9,50,7,4,101,14,2,3,0.301,0.366,0.451,0.816,0.375,126.6,5.43,,2011
7,°­¹ÎÈ£,11·ÔC,5.38,124,506,450,63,130,25,2,19,216,66,4,6,47,8,2,81,18,0,1,0.289,0.366,0.48,0.846,0.388,135.2,5.38,,2011
8,¼Õ¾Æ¼·,11·ÔRF,4.93,116,492,442,79,144,25,5,15,224,83,13,4,43,2,1,80,6,1,4,0.326,0.385,0.507,0.892,0.407,147.9,4.93,,2011
9,¹Ú¼®¹Î,11»ï3B,4.65,128,537,457,74,127,24,3,15,202,86,3,1,59,13,1,105,13,5,3,0.278,0.374,0.442,0.816,0.376,127.6,4.65,,2011
10,ÀÌº´±Ô,11LLF,4.36,127,519,485,64,164,24,0,16,236,75,2,1,28,2,1,47,10,2,2,0.338,0.375,0.487,0.862,0.396,141.5,4.36,,2011
11,±èÇö¼ö,11µÎLF,4.2,130,561,475,71,143,25,2,13,211,91,5,3,71,6,9,63,15,0,9,0.301,0.392,0.444,0.836,0.384,133.4,4.2,,2011
12,°­µ¿¿ì,11ÇÑCF,3.77,133,599,518,83,149,13,3,13,207,51,17,15,62,2,1,71,9,12,4,0.288,0.364,0.4,0.763,0.351,110.8,3.77,,2011
13,È²Àç±Õ,11·Ô3B,3.76,117,458,398,62,115,18,4,12,177,68,12,6,40,9,1,78,9,3,8,0.289,0.36,0.445,0.805,0.368,122.2,3.76,,2011
14,Á¶ÀÎ¼º,11LC,3.72,117,441,390,46,104,14,2,15,167,59,2,1,44,3,3,70,10,2,1,0.267,0.345,0.428,0.773,0.354,113.1,3.72,,2011
15,ÀÌÁ¾¿í,11µÎCF,3.57,121,499,436,64,132,11,5,5,168,44,20,15,49,5,0,51,6,5,4,0.303,0.377,0.385,0.762,0.359,116.0,3.57,,2011
16,¿ÀÀç¿ø,11µÎ2B,3.55,129,529,466,73,129,18,4,6,173,46,46,7,39,9,0,62,6,12,3,0.277,0.342,0.371,0.714,0.331,96.7,3.55,,2011
17,Á¤¼ºÈÆ,11L3B,3.51,127,494,422,61,123,18,1,10,173,57,9,2,49,5,1,69,16,11,7,0.291,0.367,0.41,0.776,0.355,113.6,3.51,,2011
18,¾çÀÇÁö,11µÎC,3.49,119,438,376,43,113,14,3,4,145,46,3,3,44,3,2,58,12,11,4,0.301,0.375,0.386,0.76,0.35,110.3,3.49,,2011
19,±èµ¿ÁÖ,11µÎDH,3.44,120,483,406,57,116,24,1,17,193,75,6,1,66,8,5,54,18,0,3,0.286,0.393,0.475,0.869,0.398,143.3,3.44,,2011
20,°­Á¤È£,11³ØSS,3.43,123,504,444,53,125,22,2,9,178,63,4,6,43,9,4,62,12,3,5,0.282,0.353,0.401,0.754,0.349,109.4,3.43,,2011
21,ÃÖÁøÇà,11ÇÑLF,3.35,127,511,434,63,120,11,1,19,190,85,3,5,61,13,7,107,9,0,3,0.277,0.38,0.438,0.817,0.378,128.5,3.35,,2011
22,±è»ó¼ö,11»ïSS,3.32,128,476,406,53,113,16,4,2,143,47,29,7,47,7,1,61,7,15,1,0.278,0.362,0.352,0.715,0.332,98.0,3.32,,2011
23,¾ÈÄ¡È«,11K2B,3.28,115,433,378,54,119,21,4,5,163,46,9,4,33,3,1,55,13,17,2,0.315,0.373,0.431,0.804,0.36,117.0,3.28,,2011
24,ÀÌ´ë¼ö,11ÇÑSS,3.1,122,420,366,46,110,16,3,8,156,50,8,8,31,5,0,64,5,14,4,0.301,0.36,0.426,0.786,0.354,112.6,3.1,,2011
25,¾ÈÄ¡¿ë,11SLF,3.07,93,267,219,45,68,8,0,12,112,42,3,0,44,1,0,56,2,2,1,0.311,0.426,0.511,0.938,0.429,164.0,3.07,,2011
26,Á¤±Ù¿ì,11S2B,2.96,90,385,326,60,100,19,0,6,137,40,20,9,38,4,2,37,10,15,2,0.307,0.384,0.42,0.804,0.362,118.4,2.96,,2011
27,±è¼±ºó,11KSS,2.96,98,412,335,58,97,12,2,4,125,47,22,9,50,2,0,42,8,20,5,0.29,0.38,0.373,0.753,0.342,104.8,2.96,,2011
28,Á¤¼öºó,11µÎRF,2.65,128,476,414,66,118,17,8,1,154,38,31,8,40,11,0,77,5,8,3,0.285,0.361,0.372,0.733,0.343,105.5,2.65,,2011
29,¹è¿µ¼·,11»ïCF,2.64,99,384,340,51,100,15,0,2,121,24,33,8,29,9,1,47,9,4,2,0.294,0.363,0.356,0.719,0.341,103.9,2.64,,2011
30,³ªÁö¿Ï,11KDH,2.59,85,331,291,41,88,9,0,18,151,66,0,1,35,4,0,63,4,0,1,0.302,0.384,0.519,0.903,0.412,152.4,2.59,,2011
1,°­Á¤È£,12³ØSS,8.23,124,519,436,77,137,32,0,25,244,82,21,5,71,6,8,78,16,1,5,0.314,0.413,0.56,0.973,0.438,179.8,8.23,,2012
2,¹Ú¼®¹Î,12»ï3B,7.89,127,549,443,79,138,19,3,23,232,91,2,3,72,27,5,83,8,2,5,0.312,0.433,0.524,0.957,0.438,179.9,7.89,,2012
3,ÃÖÁ¤,12S3B,7.29,130,553,474,85,142,33,1,26,255,84,20,8,49,21,7,98,8,3,6,0.3,0.386,0.538,0.923,0.416,164.7,7.29,,2012
4,±èÅÂ±Õ,12ÇÑ1B,6.97,126,513,416,61,151,24,0,16,223,80,3,1,81,11,8,69,11,0,5,0.363,0.474,0.536,1.01,0.463,195.6,6.97,,2012
5,¹Úº´È£,12³Ø1B,6.51,133,560,469,76,136,34,0,31,263,105,20,9,73,11,3,111,6,0,7,0.29,0.393,0.561,0.954,0.43,174.5,6.51,,2012
6,¹Ú¿ëÅÃ,12LCF,5.86,127,556,499,82,152,34,3,11,225,76,30,8,42,7,1,66,9,1,7,0.305,0.362,0.451,0.813,0.377,136.9,5.86,,2012
7,Á¤¼ºÈÆ,12L3B,5.5,107,438,365,50,113,27,3,12,182,53,3,3,65,1,2,62,13,2,5,0.31,0.411,0.499,0.909,0.416,164.8,5.5,,2012
8,ÀÌ½Â¿±,12»ï1B,5.47,126,556,488,84,150,28,2,21,245,85,6,0,59,4,4,101,10,1,4,0.307,0.384,0.502,0.886,0.406,157.5,5.47,,2012
9,°­¹ÎÈ£,12·ÔC,5.0,119,454,400,41,109,21,0,19,187,66,0,1,44,8,2,97,9,0,2,0.273,0.355,0.468,0.822,0.38,139.2,5.0,,2012
10,ÀÌ¿ë±Ô,12KCF,4.5,125,580,491,86,139,14,2,2,163,37,44,12,66,10,0,38,9,10,3,0.283,0.377,0.332,0.709,0.34,111.3,4.5,,2012
11,ÀÌÈ£ÁØ,12SDH,4.45,127,504,426,55,128,26,0,18,208,78,3,3,72,5,5,90,10,0,1,0.3,0.407,0.488,0.895,0.414,163.1,4.45,,2012
12,±è¼±ºó,12KSS,3.88,126,532,441,63,124,19,2,5,162,55,30,12,58,2,0,48,9,25,6,0.281,0.363,0.367,0.73,0.332,105.8,3.88,,2012
13,±è¿ø¼·,12KLF,3.81,120,472,386,60,117,21,4,3,155,61,8,4,69,2,1,54,12,12,3,0.303,0.409,0.402,0.81,0.376,136.9,3.81,,2012
14,¾ÈÄ¡È«,12K2B,3.72,132,558,489,60,141,31,2,3,185,64,20,3,42,6,4,74,12,14,7,0.288,0.347,0.378,0.726,0.332,105.6,3.72,,2012
15,¼Õ¾Æ¼·,12·ÔRF,3.59,132,556,503,61,158,26,0,5,199,58,10,5,41,6,4,79,7,2,4,0.314,0.37,0.396,0.766,0.359,124.7,3.59,,2012
16,¼­°ÇÃ¢,12³Ø2B,3.51,127,501,433,70,115,21,10,1,159,40,39,12,45,7,0,43,4,13,3,0.266,0.342,0.367,0.709,0.328,102.9,3.51,,2012
17,¿ÀÁöÈ¯,12LSS,3.5,133,540,462,66,115,22,2,12,177,53,23,14,55,6,4,122,6,9,8,0.249,0.332,0.383,0.715,0.328,102.8,3.5,,2012
18,ÃÖÁøÇà,12ÇÑLF,3.44,120,471,395,59,98,26,0,17,175,55,6,3,66,6,3,109,11,0,4,0.248,0.361,0.443,0.804,0.373,133.3,3.44,,2012
19,¾çÀÇÁö,12µÎC,3.43,122,416,359,39,100,22,1,5,139,27,1,2,37,10,2,51,17,9,1,0.279,0.361,0.387,0.748,0.347,116.2,3.43,,2012
20,ÃÖÇü¿ì,12»ïLF,3.21,125,531,461,51,125,27,1,14,196,77,2,1,55,5,3,76,20,0,10,0.271,0.348,0.425,0.774,0.358,123.8,3.21,,2012
21,³ªÁö¿Ï,12KLF,3.17,124,480,398,40,109,17,1,11,161,56,7,3,56,13,4,93,9,8,5,0.274,0.377,0.405,0.782,0.362,126.7,3.17,,2012
22,±è»ó¼ö,12»ïSS,3.12,129,489,419,64,115,18,4,2,147,36,25,11,41,7,1,56,8,16,6,0.274,0.345,0.351,0.695,0.321,97.5,3.12,,2012
23,Áø°©¿ë,12»ïC,3.1,114,349,313,27,96,15,1,6,131,57,0,0,17,7,1,46,6,10,2,0.307,0.354,0.419,0.773,0.352,119.5,3.1,,2012
24,ÀüÁØ¿ì,12·ÔCF,2.99,122,520,459,63,116,22,4,7,167,38,21,8,45,7,0,103,16,6,3,0.253,0.327,0.364,0.691,0.324,100.1,2.99,,2012
25,Á¤±Ù¿ì,12S2B,2.93,127,534,467,53,124,13,4,8,169,46,22,12,47,6,3,33,10,12,2,0.266,0.339,0.362,0.701,0.325,100.5,2.93,,2012
26,±èÁÖÂù,12·ÔLF,2.88,118,488,435,62,128,27,3,5,176,39,32,13,30,7,1,48,7,11,5,0.294,0.346,0.405,0.751,0.344,113.7,2.88,,2012
27,¹ÚÇÑÀÌ,12»ïRF,2.84,111,463,388,61,118,19,4,1,148,51,4,6,58,1,3,72,8,13,3,0.304,0.393,0.381,0.775,0.358,123.9,2.84,,2012
28,Á¶µ¿Âù,12»ï2B,2.84,94,313,270,40,77,15,2,6,114,39,12,3,28,6,0,68,3,6,2,0.285,0.363,0.422,0.785,0.361,125.8,2.84,,2012
29,ÀÌ´ë¼ö,12ÇÑSS,2.81,118,425,376,36,105,23,4,4,148,48,5,1,27,3,0,57,9,14,5,0.279,0.329,0.394,0.722,0.327,101.9,2.81,,2012
30,ÀÌÁø¿µ,12LRF,2.79,105,412,365,39,112,18,0,4,142,55,4,2,44,1,2,41,8,0,2,0.307,0.381,0.389,0.77,0.366,129.2,2.79,,2012
1,ÃÖÁ¤,13S3B,7.11,120,525,434,75,137,18,0,28,239,83,24,8,64,24,9,109,10,1,2,0.316,0.429,0.551,0.98,0.441,167.3,7.11,,2013
2,¹Úº´È£,13³Ø1B,7.02,128,556,450,91,143,17,0,37,271,117,10,2,92,8,4,96,7,0,6,0.318,0.437,0.602,1.039,0.462,181.1,7.02,,2013
3,¼Õ¾Æ¼·,13·ÔRF,6.04,128,568,498,83,172,23,4,11,236,69,36,7,64,3,6,88,9,0,3,0.345,0.421,0.474,0.895,0.415,148.9,6.04,,2013
4,¹Ú¼®¹Î,13»ï3B,5.85,117,474,396,61,126,24,0,18,204,76,4,2,54,21,1,73,13,0,2,0.318,0.425,0.515,0.94,0.432,162.0,5.85,,2013
5,°­Á¤È£,13³ØSS,5.55,126,532,450,67,131,21,1,22,220,96,15,8,68,6,3,109,18,2,6,0.291,0.387,0.489,0.876,0.398,138.0,5.55,,2013
6,¹Ú¿ëÅÃ,13LCF,4.95,125,539,476,79,156,22,4,7,207,67,13,8,52,4,1,71,5,0,7,0.328,0.393,0.435,0.828,0.388,131.6,4.95,,2013
7,ÃÖÇü¿ì,13»ïLF,4.91,128,573,511,80,156,28,0,29,271,98,2,1,47,7,1,91,5,0,8,0.305,0.367,0.53,0.897,0.404,142.6,4.91,,2013
8,Á¤¼ºÈÆ,13L3B,4.66,121,477,407,64,127,22,1,9,178,62,13,6,59,7,0,58,12,0,4,0.312,0.405,0.437,0.842,0.396,137.7,4.66,,2013
9,Ã¤ÅÂÀÎ,13»ï1B,4.34,94,342,299,52,114,15,0,11,162,53,4,0,38,5,1,70,9,0,0,0.381,0.459,0.542,1.001,0.463,183.0,4.34,,2013
10,³ªÁö¿Ï,13KLF,4.23,125,522,435,57,125,18,0,21,206,96,7,3,62,18,1,111,12,1,5,0.287,0.394,0.474,0.868,0.4,139.6,4.23,,2013
11,ÀÌÁ¾¿í,13µÎCF,3.92,110,456,401,77,123,23,6,6,176,52,30,7,38,3,1,57,6,12,2,0.307,0.369,0.439,0.808,0.366,116.6,3.92,,2013
12,¿ÀÁöÈ¯,13LSS,3.91,124,514,441,81,113,20,8,9,176,47,30,7,54,9,0,113,7,7,3,0.256,0.347,0.399,0.746,0.346,102.6,3.91,,2013
13,¹Îº´Çå,13µÎRF,3.78,119,449,383,71,122,21,7,9,184,65,27,8,40,7,0,62,7,12,7,0.319,0.387,0.48,0.867,0.388,131.7,3.78,,2013
14,¹è¿µ¼·,13»ïCF,3.73,113,476,393,66,116,16,4,2,146,38,23,10,52,20,1,62,9,8,3,0.295,0.402,0.372,0.773,0.368,117.7,3.73,,2013
15,±è¹Î¼º,13³Ø3B,3.72,128,523,458,60,129,24,2,15,202,72,7,7,42,16,1,84,11,3,4,0.282,0.36,0.441,0.801,0.369,118.5,3.72,,2013
16,±èÅÂ±Õ,13ÇÑ1B,3.68,101,430,345,41,110,24,0,10,164,52,0,3,73,8,7,67,14,0,4,0.319,0.444,0.475,0.92,0.425,156.4,3.68,,2013
17,ÀÌÅÃ±Ù,13³ØCF,3.46,123,536,477,73,137,31,1,9,197,66,29,8,39,7,1,58,15,6,7,0.287,0.345,0.413,0.758,0.349,104.5,3.46,,2013
18,±èÇö¼ö,13µÎLF,3.4,122,510,434,63,131,23,1,16,204,90,2,4,62,2,10,71,6,0,12,0.302,0.382,0.47,0.852,0.384,129.2,3.4,,2013
19,±è°­¹Î,13SCF,3.35,105,397,352,39,106,22,3,10,164,55,10,6,36,4,2,54,10,2,3,0.301,0.37,0.466,0.836,0.382,127.0,3.35,,2013
20,ÀÌ¹üÈ£,13K3B,3.35,122,516,436,56,108,17,0,24,197,73,0,2,62,9,3,79,18,4,5,0.248,0.35,0.452,0.801,0.364,115.0,3.35,,2013
21,ÀüÁØ¿ì,13·ÔCF,3.31,128,537,455,65,125,25,1,7,173,66,19,8,65,5,0,77,15,5,7,0.275,0.367,0.38,0.747,0.352,106.6,3.31,,2013
22,¹ÚÁ¤±Ç,13S1B,3.28,110,434,363,56,106,20,1,18,182,70,4,4,64,1,5,79,5,0,6,0.292,0.394,0.501,0.895,0.405,142.6,3.28,,2013
23,¸ðÃ¢¹Î,13N3B,3.22,108,436,395,57,109,24,3,12,175,51,16,3,37,1,0,68,11,2,1,0.276,0.339,0.443,0.782,0.359,111.8,3.22,,2013
24,Á¤±Ù¿ì,13S2B,3.2,112,476,407,64,114,19,3,9,166,35,28,11,50,7,6,48,6,11,1,0.28,0.368,0.408,0.776,0.353,107.5,3.2,,2013
25,°­¹ÎÈ£,13·ÔC,3.09,105,405,327,48,77,13,0,11,123,57,4,1,60,11,3,87,5,1,6,0.235,0.366,0.376,0.743,0.351,106.0,3.09,,2013
26,±è»ó¼ö,13»ïSS,3.06,115,422,372,57,111,17,3,7,155,44,14,5,30,5,1,44,7,9,6,0.298,0.354,0.417,0.77,0.35,105.8,3.06,,2013
27,È²Àç±Õ,13·Ô3B,3.04,128,559,489,70,134,29,3,7,190,56,22,11,49,10,3,78,14,7,4,0.274,0.35,0.389,0.738,0.342,100.2,3.04,,2013
28,ÀÌº´±Ô,13LRF,2.92,98,401,374,39,130,19,3,5,170,74,2,2,22,2,2,40,10,0,3,0.348,0.384,0.455,0.839,0.389,132.7,2.92,,2013
29,¿ÀÀç¿ø,13µÎ2B,2.89,113,375,308,54,80,14,7,7,129,44,33,11,49,6,2,62,6,7,5,0.26,0.367,0.419,0.786,0.358,111.1,2.89,,2013
30,ÀÌÁø¿µ,13LRF,2.84,106,411,368,41,121,26,1,3,158,62,6,2,37,2,4,42,6,1,3,0.329,0.39,0.429,0.82,0.381,127.2,2.84,,2013
1,°­Á¤È£,14³ØSS,8.05,117,501,418,103,149,36,2,40,309,117,3,3,68,13,2,106,8,0,2,0.356,0.459,0.739,1.198,0.5,185.6,8.05,7.25,2014
2,¼­°ÇÃ¢,14³Ø2B,7.63,128,616,543,135,201,41,17,7,297,67,48,17,59,8,0,47,1,4,2,0.37,0.438,0.547,0.985,0.437,150.9,7.63,5.8,2014
3,Å×ÀÓÁî,14N1B,6.32,125,514,443,95,152,30,6,37,305,121,11,2,58,7,5,99,6,0,6,0.343,0.422,0.688,1.111,0.464,168.3,6.32,6.63,2014
4,¼Õ¾Æ¼·,14·ÔRF,6.26,122,570,483,105,175,25,3,18,260,80,10,3,80,5,7,78,7,0,2,0.362,0.456,0.538,0.994,0.443,154.6,6.26,4.18,2014
5,¹Úº´È£,14³Ø1B,6.23,128,571,459,126,139,16,2,52,315,124,8,3,96,12,3,142,13,0,4,0.303,0.433,0.686,1.119,0.466,162.9,6.23,4.36,2014
6,³ª¹Ù·Î,14»ï2B,6.23,125,602,500,118,154,27,1,31,276,98,25,9,96,1,1,71,7,0,5,0.308,0.417,0.552,0.969,0.424,139.2,6.23,4.26,2014
7,³ª¼º¹ü,14NCF,6.06,123,536,477,88,157,28,5,30,285,101,14,5,42,15,2,128,4,1,1,0.329,0.4,0.597,0.998,0.429,146.2,6.06,2.82,2014
8,ÃÖÇü¿ì,14»ïLF,5.55,113,493,430,92,153,33,0,31,279,100,4,2,50,7,1,62,11,0,6,0.356,0.426,0.649,1.075,0.458,160.6,5.55,3.91,2014
9,±èÅÂ±Õ,14ÇÑ1B,4.94,118,508,422,66,154,30,0,18,238,84,0,2,70,11,1,73,18,0,5,0.365,0.463,0.564,1.027,0.456,158.8,4.94,4.95,2014
10,¾ÈÄ¡È«,14K2B,4.55,126,479,434,65,147,31,2,18,236,88,19,6,33,6,1,65,11,2,4,0.339,0.39,0.544,0.934,0.408,133.4,4.55,3.65,2014
11,¹Îº´Çå,14µÎRF,4.54,124,527,470,85,162,31,3,12,235,79,16,8,37,6,0,63,11,8,6,0.345,0.395,0.5,0.895,0.394,130.3,4.54,3.27,2014
12,¹Ú¼®¹Î,14»ï3B,4.52,110,425,356,77,112,21,0,27,214,72,0,1,54,12,3,62,12,0,3,0.315,0.419,0.601,1.02,0.438,147.7,4.52,2.78,2014
13,¹Ú¿ëÅÃ,14LCF,4.49,124,549,464,71,159,24,2,9,214,73,11,9,75,1,3,65,15,2,7,0.343,0.43,0.461,0.891,0.405,136.1,4.49,3.08,2014
14,±èÇö¼ö,14µÎLF,4.13,125,528,463,75,149,26,0,17,226,90,2,0,53,7,5,45,10,0,5,0.322,0.396,0.488,0.884,0.393,132.2,4.13,3.54,2014
15,ÀÌº´±Ô,14LLF,4.1,116,450,360,66,110,28,3,16,192,87,5,10,74,5,2,78,7,3,8,0.306,0.423,0.533,0.956,0.417,148.1,4.1,3.74,2014
16,±è°­¹Î,14SCF,4.05,113,483,430,86,130,29,3,16,213,82,32,5,43,4,0,91,12,2,4,0.302,0.368,0.495,0.863,0.38,117.3,4.05,3.69,2014
17,ÀÌÀç¿ø,14SDH,4.04,120,484,412,48,139,30,2,12,209,83,3,0,49,12,7,66,14,0,11,0.337,0.413,0.507,0.921,0.405,134.3,4.04,1.81,2014
18,È²Àç±Õ,14·Ô3B,3.98,128,550,486,66,156,33,3,12,231,76,17,10,53,3,0,86,8,4,4,0.321,0.388,0.475,0.864,0.386,117.4,3.98,1.17,2014
19,Á¤¼ºÈÆ,14L1B,3.96,112,455,383,71,126,25,1,13,192,59,10,2,59,7,2,56,13,2,4,0.329,0.424,0.501,0.925,0.413,144.4,3.96,2.69,2014
20,¹Ú¹Î¿ì,14N2B,3.75,118,491,416,87,124,21,9,1,166,40,50,10,56,11,0,89,5,4,4,0.298,0.392,0.399,0.791,0.367,106.9,3.75,1.26,2014
21,Á¤±Ù¿ì,14ÇÑ2B,3.67,125,549,464,91,137,28,5,6,193,44,32,3,66,9,0,56,11,7,3,0.295,0.391,0.416,0.807,0.369,101.7,3.67,2.34,2014
22,ÀÌÅÃ±Ù,14³ØCF,3.57,122,527,441,87,135,32,1,21,232,91,11,8,51,13,0,43,10,12,10,0.306,0.386,0.526,0.913,0.39,116.5,3.57,2.86,2014
23,¿ÀÀç¿ø,14µÎ2B,3.56,110,420,359,60,114,21,6,5,162,40,33,7,50,2,2,61,7,9,0,0.318,0.404,0.451,0.855,0.382,119.6,3.56,1.38,2014
24,Á¤ÈÆ,14·Ô2B,3.32,124,558,477,89,140,27,7,3,190,58,8,4,62,11,0,105,10,6,2,0.294,0.386,0.398,0.784,0.362,103.6,3.32,1.37,2014
25,ÃÖÁ¤,14S3B,3.32,82,361,308,65,94,20,0,14,156,76,7,2,37,12,0,69,9,1,3,0.305,0.397,0.506,0.904,0.401,131.4,3.32,3.93,2014
26,È«¼ºÈç,14µÎDH,3.31,124,521,447,63,141,19,1,20,222,82,5,3,64,4,0,79,13,5,1,0.315,0.405,0.497,0.902,0.401,137.7,3.31,1.01,2014
27,Á¤¼öºó,14µÎCF,3.3,128,507,431,79,132,18,7,6,182,49,32,5,41,11,1,68,8,22,2,0.306,0.379,0.422,0.802,0.352,99.7,3.3,1.32,2014
28,¹ÚÁ¤±Ç,14S1B,3.2,120,499,452,81,140,33,2,27,258,109,7,9,41,2,2,106,6,0,4,0.31,0.367,0.571,0.938,0.401,130.7,3.2,3.49,2014
29,±è»ó¼ö,14»ïSS,3.16,128,493,427,74,123,20,8,5,174,63,53,6,41,7,1,77,7,10,8,0.288,0.354,0.407,0.762,0.339,86.9,3.16,1.4,2014
30,Ä­Åõ,14µÎ1B,3.1,111,419,376,56,116,25,1,18,197,72,1,0,34,7,0,85,11,0,2,0.309,0.375,0.524,0.899,0.395,134.8,3.1,1.85,2014
1,Å×ÀÓÁî,15N1B,10.71,142,595,472,130,180,42,5,47,373,140,40,8,103,13,11,91,7,0,7,0.381,0.498,0.79,1.288,0.53,222.3,10.71,7.02,2015
2,¹Úº´È£,15³Ø1B,7.76,140,622,528,129,181,35,1,53,377,146,10,3,78,12,6,161,10,0,4,0.343,0.436,0.714,1.15,0.481,181.9,7.76,7.82,2015
3,±èÇö¼ö,15µÎLF,6.7,141,630,512,103,167,26,0,28,277,121,11,5,101,8,12,63,13,0,9,0.326,0.438,0.541,0.979,0.427,163.2,6.7,6.29,2015
4,³ª¹Ù·Î,15»ï2B,6.45,140,643,534,126,153,19,1,48,318,137,22,6,93,6,8,72,10,1,9,0.287,0.393,0.596,0.988,0.416,143.1,6.45,3.2,2015
5,À¯ÇÑÁØ,15³ØRF,5.87,139,598,520,103,188,42,1,23,301,116,3,3,67,2,2,71,13,1,8,0.362,0.431,0.579,1.009,0.44,157.6,5.87,4.14,2015
6,¾çÀÇÁö,15µÎC,5.65,132,513,442,70,144,27,0,20,231,93,5,4,39,24,3,64,7,2,6,0.326,0.405,0.523,0.928,0.408,149.1,5.65,3.31,2015
7,¹Ú¼®¹Î,15»ï3B,5.38,135,559,448,90,144,25,0,26,247,116,3,0,83,19,0,97,13,1,8,0.321,0.441,0.551,0.992,0.437,156.8,5.38,5.77,2015
8,°­¹ÎÈ£,15·ÔC,5.23,123,456,380,63,118,18,1,35,243,86,0,0,60,14,2,112,14,0,2,0.311,0.421,0.639,1.061,0.451,164.9,5.23,4.59,2015
9,³ª¼º¹ü,15NRF,5.14,144,622,564,112,184,34,5,28,312,135,23,4,32,15,1,127,9,3,8,0.326,0.373,0.553,0.926,0.4,136.1,5.14,2.61,2015
10,±¸ÀÚ¿í,15»ï1B,4.99,116,465,410,97,143,33,5,11,219,57,17,7,45,6,0,79,3,0,4,0.349,0.417,0.534,0.951,0.422,148.4,4.99,1.81,2015
11,ÀÌ¿ë±Ô,15ÇÑCF,4.96,124,585,493,94,168,15,7,4,209,42,28,10,68,9,5,45,4,11,4,0.341,0.427,0.424,0.851,0.386,119.6,4.96,2.61,2015
12,±èÇÏ¼º,15³ØSS,4.94,140,582,511,89,148,35,5,19,250,73,22,4,56,5,2,115,10,4,6,0.29,0.362,0.489,0.851,0.372,112.9,4.94,0.99,2015
